neuron1,value,neuron2
"h4_4, 0","-0,5665121","2nd_layer_n500, 0"
"h4_5, 0","0,04805572","2nd_layer_n426, 0"
"h4_5, 0","-0,12436559","2nd_layer_n336, 0"
"h4_6, 0","0,83917683","2nd_layer_n276, 0"
"h4_6, 0","-0,78845274","2nd_layer_n264, 0"
"h4_7, 0","0,73980594","2nd_layer_n18, 0"
"h4_7, 0","-0,26828513","2nd_layer_n386, 0"
"h4_8, 0","0,20968646","2nd_layer_n480, 0"
"h4_8, 0","-0,49117392","2nd_layer_n160, 0"
"h4_9, 0","0,32610285","2nd_layer_n89, 0"
"h4_9, 0","-0,12337669","2nd_layer_n503, 0"
"h4_10, 0","0,24116725","2nd_layer_n274, 0"
"h4_10, 0","-0,2321008","2nd_layer_n482, 0"
"h4_11, 0","0,037599277","2nd_layer_n63, 0"
"h4_11, 0","-0,22789991","2nd_layer_n390, 0"
"h4_12, 0","0,8940727","2nd_layer_n212, 0"
"h4_12, 0","-0,27136824","2nd_layer_n187, 0"
"h5_1, 0","0,7513603","2nd_layer_n296, 0"
"h5_1, 0","-0,721507","2nd_layer_n82, 0"
"h5_2, 0","0,3957194","2nd_layer_n194, 0"
"h5_2, 0","-0,6226507","2nd_layer_n393, 0"
"h5_3, 0","0,36433902","2nd_layer_n367, 0"
"h5_3, 0","-0,19335112","2nd_layer_n57, 0"
"h5_4, 0","0,7808875","2nd_layer_n122, 0"
"h5_4, 0","-0,4958778","2nd_layer_n42, 0"
"h5_5, 0","0,8054871","2nd_layer_n358, 0"
"h5_5, 0","-0,9110691","2nd_layer_n24, 0"
"h5_6, 0","0,12008818","2nd_layer_n29, 0"
"h5_6, 0","-0,19418816","2nd_layer_n174, 0"
"h5_7, 0","0,017885262","2nd_layer_n499, 0"
"h5_7, 0","-0,6597006","2nd_layer_n119, 0"
"h5_8, 0","0,07157932","2nd_layer_n468, 0"
"h5_8, 0","-0,7863073","2nd_layer_n459, 0"
"h5_9, 0","0,2907094","2nd_layer_n482, 0"
"h5_9, 0","-0,49240673","2nd_layer_n56, 0"
"h5_10, 0","0,66146576","2nd_layer_n230, 0"
"h5_10, 0","-0,84487367","2nd_layer_n114, 0"
"h5_11, 0","0,015190143","2nd_layer_n344, 0"
"h5_11, 0","-0,47442412","2nd_layer_n145, 0"
"h5_12, 0","0,35786897","2nd_layer_n106, 0"
"h5_12, 0","-0,5831645","2nd_layer_n467, 0"
"h6_1, 0","0,5245281","2nd_layer_n113, 0"
"h6_1, 0","-0,90273374","2nd_layer_n96, 0"
"h6_2, 0","0,16967903","2nd_layer_n73, 0"
"h6_2, 0","-0,36926258","2nd_layer_n383, 0"
"h6_3, 0","0,54498804","2nd_layer_n147, 0"
"h6_3, 0","-0,84298867","2nd_layer_n298, 0"
"h6_4, 0","0,026250144","2nd_layer_n289, 0"
"h6_4, 0","-0,3106974","2nd_layer_n113, 0"
"h6_5, 0","0,2192215","2nd_layer_n353, 0"
"h6_5, 0","-0,34818986","2nd_layer_n397, 0"
"h6_6, 0","0,6784338","2nd_layer_n147, 0"
"h6_6, 0","-0,6767962","2nd_layer_n483, 0"
"h6_7, 0","0,38410777","2nd_layer_n220, 0"
"h6_7, 0","-0,5806696","2nd_layer_n74, 0"
"h6_8, 0","0,1604246","2nd_layer_n212, 0"
"h6_8, 0","-0,8572073","2nd_layer_n385, 0"
"h6_9, 0","0,43077636","2nd_layer_n107, 0"
"h6_9, 0","-0,094362386","2nd_layer_n166, 0"
"h6_10, 0","0,93928224","2nd_layer_n422, 0"
"h6_10, 0","-0,75022125","2nd_layer_n272, 0"
"h6_11, 0","0,39099297","2nd_layer_n317, 0"
"h6_11, 0","-0,0985357","2nd_layer_n493, 0"
"h6_12, 0","0,17706764","2nd_layer_n382, 0"
"h6_12, 0","-0,89104146","2nd_layer_n412, 0"
"h7_1, 0","0,67880553","2nd_layer_n58, 0"
"h7_1, 0","-0,984456","2nd_layer_n33, 0"
"h7_2, 0","0,097640164","2nd_layer_n249, 0"
"h7_2, 0","-0,88229966","2nd_layer_n267, 0"
"h7_3, 0","0,25394672","2nd_layer_n104, 0"
"h7_3, 0","-0,48327377","2nd_layer_n352, 0"
"h7_4, 0","0,6352088","2nd_layer_n72, 0"
"h7_4, 0","-0,93432546","2nd_layer_n411, 0"
"h7_5, 0","0,3278864","2nd_layer_n206, 0"
"h7_5, 0","-0,86619","2nd_layer_n499, 0"
"h7_6, 0","0,27468213","2nd_layer_n291, 0"
"h7_6, 0","-0,02247237","2nd_layer_n485, 0"
"h7_7, 0","0,4594859","2nd_layer_n108, 0"
"h7_7, 0","-0,45879844","2nd_layer_n211, 0"
"h7_8, 0","0,16723455","2nd_layer_n8, 0"
"h7_8, 0","-0,054683026","2nd_layer_n413, 0"
"h7_9, 0","0,41453883","2nd_layer_n245, 0"
"h7_9, 0","-0,37610418","2nd_layer_n342, 0"
"h7_10, 0","0,49879834","2nd_layer_n374, 0"
"h7_10, 0","-0,84999627","2nd_layer_n304, 0"
"h7_11, 0","0,2157858","2nd_layer_n431, 0"
"h7_11, 0","-0,58460283","2nd_layer_n260, 0"
"h7_12, 0","0,48966178","2nd_layer_n505, 0"
"h7_12, 0","-0,29067263","2nd_layer_n434, 0"
"h8_1, 0","0,80785495","2nd_layer_n487, 0"
"h8_1, 0","-0,12973519","2nd_layer_n395, 0"
"h8_2, 0","0,3967161","2nd_layer_n358, 0"
"h8_2, 0","-0,71643984","2nd_layer_n292, 0"
"h8_3, 0","0,019468935","2nd_layer_n239, 0"
"h8_3, 0","-0,00064640964","2nd_layer_n399, 0"
"h8_4, 0","0,01105098","2nd_layer_n22, 0"
"h8_4, 0","-0,8797594","2nd_layer_n421, 0"
"h8_5, 0","0,45059127","2nd_layer_n173, 0"
"h8_5, 0","-0,009767869","2nd_layer_n460, 0"
"h8_6, 0","0,7556359","2nd_layer_n140, 0"
"h8_6, 0","-0,9547274","2nd_layer_n454, 0"
"h8_7, 0","0,16883206","2nd_layer_n162, 0"
"h8_7, 0","-0,21240203","2nd_layer_n369, 0"
"h8_8, 0","0,113086134","2nd_layer_n510, 0"
"h8_8, 0","-0,7693159","2nd_layer_n479, 0"
"h8_9, 0","0,17731585","2nd_layer_n135, 0"
"h8_9, 0","-0,27824464","2nd_layer_n456, 0"
"h8_10, 0","0,5382583","2nd_layer_n381, 0"
"h8_10, 0","-0,82035697","2nd_layer_n52, 0"
"h8_11, 0","0,39305857","2nd_layer_n485, 0"
"h8_11, 0","-0,6202878","2nd_layer_n67, 0"
"h8_12, 0","0,9153258","2nd_layer_n28, 0"
"h8_12, 0","-0,46282694","2nd_layer_n422, 0"
